[Data]
X [ m ] (X Coordinate), Y [ m ] (Y Coordinate), Z [ m ] (Z Coordinate), Absolute Pressure [ Pa ], Force X [ N ], Force Y [ N ], Force Z [ N ]
3.17499973e-003, -1.66134626e-001, 6.74147129e-001, 9.05048750e+004, 1.49804026e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.66594103e-001, 6.78810537e-001, 9.00109063e+004, 8.05740431e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.66838199e-001, 6.72236323e-001, 9.04407813e+004, -1.18480422e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.68892980e-001, 6.67567909e-001, 9.05269297e+004, -8.95706415e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.64915770e-001, 6.67995095e-001, 9.16626406e+004, -5.49633726e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.71211675e-001, 6.71033442e-001, 8.94167656e+004, -9.82790291e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.59750715e-001, 6.66889191e-001, 9.25645469e+004, 6.02705963e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.61385596e-001, 6.61364973e-001, 9.26751875e+004, 1.02511905e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.65217727e-001, 6.67167306e-001, 9.14674219e+004, 1.61503732e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.72046959e-001, 6.71825767e-001, 8.95250000e+004, 2.22603604e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.67496920e-001, 6.61727905e-001, 9.16278125e+004, 8.63138586e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.45511165e-001, 6.79519117e-001, 9.38266875e+004, 3.58012915e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.43902317e-001, 6.85223460e-001, 9.37360859e+004, 5.04407398e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.40059471e-001, 6.80829167e-001, 9.40024844e+004, 4.29865979e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.49238333e-001, 6.83113515e-001, 9.31494531e+004, 5.11595719e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.49600357e-001, 6.78772271e-001, 9.34294297e+004, 2.40700711e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.49447784e-001, 6.89175367e-001, 9.25942500e+004, 1.01449341e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.42986208e-001, 6.90819383e-001, 9.36546641e+004, 5.31058535e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.47252113e-001, 6.95345640e-001, 9.25468203e+004, 8.44427198e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.41982868e-001, 6.96668148e-001, 9.36441563e+004, 3.95122953e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.39962226e-001, 6.94568574e-001, 9.35892969e+004, -1.93647854e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.42446101e-001, 6.96582258e-001, 9.34386406e+004, -2.96554714e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.42752945e-001, 6.92591190e-001, 9.35604297e+004, -2.60172375e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.35574073e-001, 6.94957018e-001, 9.36916953e+004, -4.82854582e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.38716102e-001, 6.91008985e-001, 9.36807109e+004, -3.13387848e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.34252369e-001, 6.89243495e-001, 9.37724141e+004, -3.92989703e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.38469905e-001, 6.85950696e-001, 9.37166406e+004, -3.25831547e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.34788305e-001, 6.84610367e-001, 9.37547422e+004, -2.57676970e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.38549954e-001, 6.81210577e-001, 9.37284609e+004, -3.83557156e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.43215925e-001, 6.82642400e-001, 9.36627578e+004, -4.30182181e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.43720105e-001, 6.76695287e-001, 9.37342188e+004, -4.87316772e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.33271694e-001, 6.80687249e-001, 9.37781875e+004, -3.55419777e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.37902141e-001, 6.75970376e-001, 9.37381641e+004, -5.08585088e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.32399544e-001, 6.76241279e-001, 9.37777500e+004, -3.03204786e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.33050203e-001, 6.71178222e-001, 9.36970547e+004, -4.85240705e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.38203397e-001, 6.70077801e-001, 9.37083906e+004, -3.20113450e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.42581701e-001, 6.74677491e-001, 9.40129688e+004, 4.36321944e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.36120841e-001, 6.76560402e-001, 9.39530547e+004, 4.29886729e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.43316776e-001, 6.69425368e-001, 9.40268359e+004, 2.25002766e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.47334129e-001, 6.70786560e-001, 9.39067344e+004, 2.88037676e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.48115829e-001, 6.75187707e-001, 9.37447656e+004, 2.99604759e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.71755359e-001, 6.65162563e-001, 9.03838750e+004, 1.67663604e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.76942676e-001, 6.68176770e-001, 8.89897891e+004, 1.61356673e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.71564624e-001, 6.59341216e-001, 9.11852578e+004, 1.18607350e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.32682502e-001, 7.05950856e-001, 9.37030625e+004, -3.78881022e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.33819848e-001, 7.00773239e-001, 9.37085234e+004, -4.12750393e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.38065010e-001, 7.04060316e-001, 9.34603125e+004, -5.51269166e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.38901830e-001, 6.98463798e-001, 9.35551719e+004, -3.64594422e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.51217341e-001, 6.99580073e-001, 9.09622578e+004, 9.88539532e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.55119389e-001, 6.98089957e-001, 9.03421328e+004, 6.78792670e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.55282259e-001, 7.02386498e-001, 9.00285781e+004, 1.22678854e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.45597234e-001, 7.01266170e-001, 9.24693984e+004, 8.46913904e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.40210405e-001, 7.01117098e-001, 9.37041953e+004, 3.29986215e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.38005197e-001, 6.97788656e-001, 9.39891797e+004, 1.75044052e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.35729998e-001, 7.01108694e-001, 9.40136250e+004, 2.20072754e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.41949117e-001, 7.05321610e-001, 9.29879453e+004, 4.21008840e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.66644871e-001, 7.10417747e-001, 8.80270781e+004, -2.02534601e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.70961857e-001, 7.06972957e-001, 8.81441016e+004, -1.71418339e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.65504754e-001, 7.04513788e-001, 8.83467656e+004, -2.46538445e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.71452314e-001, 7.11191773e-001, 8.80356953e+004, -1.06986389e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.58957303e-001, 6.99319005e-001, 8.97713594e+004, 1.05080135e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.60602212e-001, 7.04913139e-001, 8.91591328e+004, 1.96961358e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.63594723e-001, 6.99688077e-001, 8.91402969e+004, 1.26674905e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.66490704e-001, 7.03612447e-001, 8.84847422e+004, 1.45583734e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.70225888e-001, 7.07482576e-001, 8.80548594e+004, 2.07066983e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.65035680e-001, 7.08035529e-001, 8.84994844e+004, 1.44826338e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.46039218e-001, 7.06788898e-001, 9.16848594e+004, 7.77134299e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.50541335e-001, 7.04200506e-001, 9.07850547e+004, 1.06130786e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.49937272e-001, 7.08804786e-001, 9.04863438e+004, 7.69740269e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.53230280e-001, 7.04062700e-001, 9.05989375e+004, -1.23542085e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.47692531e-001, 7.03269660e-001, 9.21374531e+004, -8.06078091e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.49320424e-001, 7.08340645e-001, 9.10315703e+004, -1.15661122e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.54952705e-001, 7.08969295e-001, 8.96037578e+004, -1.60166830e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.73508272e-001, 6.95151448e-001, 8.81289766e+004, 9.49331224e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.72558725e-001, 6.91266298e-001, 8.84206406e+004, 1.30348980e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.76747903e-001, 6.92869723e-001, 8.81258047e+004, 1.29659832e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.70024768e-001, 6.94968104e-001, 8.84670078e+004, 1.24278255e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.68104097e-001, 6.99061573e-001, 8.85268203e+004, 1.19490825e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.70379698e-001, 7.02415287e-001, 8.82205625e+004, 1.01874910e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.74215510e-001, 7.03701138e-001, 8.80761875e+004, 1.53314650e-001, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.72494650e-001, 6.98899984e-001, 8.81696563e+004, 1.25498503e-001, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -8.67453665e-002, 6.78487837e-001, 9.37670859e+004, -3.55602987e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -8.67957771e-002, 6.75781369e-001, 9.37938203e+004, 3.37931141e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -8.96760225e-002, 6.97295308e-001, 9.40087109e+004, -3.08312960e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.71577018e-002, 7.05071986e-001, 9.40554766e+004, -3.42221297e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.37626213e-002, 7.00850070e-001, 9.40497422e+004, -2.80196536e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.20454562e-002, 6.76965535e-001, 9.37678594e+004, 4.49390411e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -8.98855776e-002, 6.70515895e-001, 9.37379766e+004, 5.32661341e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.14572179e-002, 6.80789173e-001, 9.37858750e+004, -3.39678116e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.10469070e-002, 6.75895333e-001, 9.37298281e+004, -3.59313153e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -8.64543095e-002, 6.86488748e-001, 9.39151016e+004, -2.64093112e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -8.52476731e-002, 6.90315008e-001, 9.39192109e+004, -1.84901375e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -8.77648517e-002, 6.82588518e-001, 9.38569297e+004, -2.17761118e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.49779600e-002, 6.74247265e-001, 9.36755625e+004, -2.38079652e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.21090543e-002, 6.71020746e-001, 9.37034688e+004, -3.68482731e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.69957858e-002, 6.70599163e-001, 9.36508672e+004, -3.60913165e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.10877585e-002, 6.82337999e-001, 9.37823281e+004, 3.10160387e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -8.78708065e-002, 6.79892600e-001, 9.37593906e+004, 2.50512902e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -8.67707729e-002, 6.84240520e-001, 9.38166719e+004, 3.07965446e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.17122811e-002, 6.94816709e-001, 9.38979219e+004, 2.95941569e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -8.62069577e-002, 6.89412832e-001, 9.38992578e+004, 2.70471890e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.55775902e-002, 6.99259460e-001, 9.39337266e+004, 4.50032540e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.86555591e-002, 7.05672622e-001, 9.40971641e+004, 4.55480441e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.70568061e-002, 6.76752210e-001, 9.38322969e+004, 2.54102871e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.00725472e-001, 6.74062431e-001, 9.37366719e+004, 4.12495025e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.56923440e-002, 6.71754301e-001, 9.37899063e+004, 4.54220735e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.26130849e-001, 6.27810836e-001, 9.31008750e+004, 6.00304492e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.31859511e-001, 6.27130151e-001, 9.31510234e+004, 6.46756664e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.29437745e-001, 6.32598042e-001, 9.32612344e+004, 6.50700107e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.12454206e-001, 6.32508159e-001, 9.31484141e+004, 5.27712181e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.08770221e-001, 6.28009498e-001, 9.29568438e+004, 6.58624917e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.14718981e-001, 6.27971888e-001, 9.30045859e+004, 6.14115261e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.07760251e-001, 6.32822394e-001, 9.30914844e+004, 3.73715460e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.14117876e-001, 6.29925847e-001, 9.29737422e+004, -3.16988863e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.10234886e-001, 6.28711104e-001, 9.29676328e+004, -4.47572172e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.11443326e-001, 6.33079529e-001, 9.30196484e+004, -3.90974469e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.27931893e-001, 6.34482622e-001, 9.32598672e+004, -4.94428463e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.32507026e-001, 6.31580353e-001, 9.32260703e+004, -5.06392047e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.28001451e-001, 6.29131317e-001, 9.31151094e+004, -5.29694185e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.32229596e-001, 6.35968506e-001, 9.33295469e+004, -3.13043483e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.03991807e-001, 6.17259443e-001, 9.25195547e+004, -5.61691374e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.00258954e-001, 6.21224463e-001, 9.25316719e+004, -5.84876090e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.04893096e-001, 6.22608542e-001, 9.26574688e+004, -6.24862984e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.14382550e-001, 6.25750840e-001, 9.29342578e+004, -5.31128384e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.11774445e-001, 6.23245358e-001, 9.28191172e+004, 6.76556453e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.17329016e-001, 6.23131871e-001, 9.29161016e+004, 7.10612535e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.08974680e-001, 6.18652582e-001, 9.25672188e+004, -7.58984685e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.07203245e-001, 6.23186231e-001, 9.27661953e+004, 4.70178053e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.03251413e-001, 6.25592887e-001, 9.28336094e+004, 5.29044867e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.09800428e-001, 6.23909891e-001, 9.27566094e+004, -6.40595779e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.21049955e-001, 6.18530154e-001, 9.26773828e+004, -6.15690798e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.19347125e-001, 6.23599231e-001, 9.28922656e+004, -6.04525730e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.24231264e-001, 6.21926665e-001, 9.28722734e+004, -4.96145785e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.14906177e-001, 6.19742513e-001, 9.26281563e+004, -9.90439132e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.02832437e-001, 6.40806794e-001, 9.32116172e+004, -3.64326537e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.04410388e-001, 6.36647820e-001, 9.32151953e+004, -4.75641116e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.89116207e-002, 6.37792766e-001, 9.31263359e+004, -5.92715479e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.09441377e-001, 6.37124419e-001, 9.32213594e+004, 5.49565256e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.04417920e-001, 6.35660231e-001, 9.31062656e+004, 5.48221879e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.15021855e-001, 6.37335718e-001, 9.32542969e+004, 5.51865734e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.08769968e-001, 6.36062860e-001, 9.31837891e+004, -3.05794161e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.12187907e-001, 6.37776315e-001, 9.32382188e+004, -5.10121621e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.08055711e-001, 6.41000271e-001, 9.32548203e+004, -6.00887053e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.20863214e-001, 6.43525541e-001, 9.33885547e+004, -5.89769296e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.24305151e-001, 6.38893723e-001, 9.33408125e+004, -5.56420460e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.18307203e-001, 6.38244152e-001, 9.32824766e+004, -6.62762821e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.14226416e-001, 6.43476605e-001, 9.33209688e+004, -7.24189505e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.08506411e-001, 6.18576407e-001, 9.26449063e+004, 5.82281202e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.03163734e-001, 6.20023608e-001, 9.26009219e+004, 7.75267184e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.96282250e-002, 6.23457313e-001, 9.27291875e+004, 4.58107442e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.20105103e-001, 6.18333340e-001, 9.27382500e+004, 7.31762126e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.22954845e-001, 6.23213649e-001, 9.29368359e+004, 6.03540502e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.13712326e-001, 6.16873145e-001, 9.25996406e+004, 8.09777603e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.11982964e-001, 6.42222583e-001, 9.32719766e+004, 5.89456148e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.05495341e-001, 6.42120540e-001, 9.32783672e+004, 7.98361450e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.98722166e-002, 6.38495445e-001, 9.32085156e+004, 5.60013726e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.17651314e-001, 6.42176330e-001, 9.33401641e+004, 5.21442592e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.20578982e-001, 6.37328625e-001, 9.32992734e+004, 5.41984551e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.92529690e-002, 6.43338799e-001, 9.32158281e+004, -4.15000394e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.94025022e-002, 6.43829942e-001, 9.32388750e+004, 5.67125790e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.40377712e-002, 6.52068496e-001, 9.34603516e+004, 3.56128626e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.00928825e-002, 6.50812805e-001, 9.34351875e+004, 2.56585013e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.26148444e-002, 6.47762239e-001, 9.33760781e+004, 3.18716913e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.02460116e-001, 6.58672094e-001, 9.36358203e+004, 4.14181724e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.90011692e-002, 6.62902832e-001, 9.35590313e+004, 3.36956382e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.79525819e-002, 6.58739924e-001, 9.35950156e+004, 2.64582895e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.03065781e-001, 6.63612664e-001, 9.35107891e+004, 2.77326573e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.09402433e-001, 6.52574182e-001, 9.34763125e+004, -4.74806763e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.04426324e-001, 6.54731274e-001, 9.33894063e+004, -3.40582132e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.07886150e-001, 6.57069445e-001, 9.34656875e+004, -2.78895982e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.08734891e-001, 6.46860957e-001, 9.33589688e+004, -5.20423092e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -1.13067962e-001, 6.48915052e-001, 9.34783125e+004, -3.63355167e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.09414533e-001, 6.47122681e-001, 9.33802656e+004, 5.62558323e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.13398582e-001, 6.51703775e-001, 9.34848438e+004, 3.89722139e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.08380340e-001, 6.52436972e-001, 9.34907344e+004, 3.95751819e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -1.15009345e-001, 6.46863580e-001, 9.33872734e+004, 4.52325828e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.08615217e-002, 6.33031189e-001, 9.30068203e+004, 5.16406111e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.50832516e-002, 6.30495906e-001, 9.29636563e+004, 5.60915209e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.52861309e-002, 6.35715365e-001, 9.30657656e+004, 5.15460931e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.03790295e-002, 6.28114402e-001, 9.29124922e+004, 4.85151820e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -8.48467574e-002, 6.23376071e-001, 9.26643906e+004, 4.17223014e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -8.62789229e-002, 6.38528228e-001, 9.31487969e+004, -4.47388478e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.28756073e-002, 6.29311085e-001, 9.29078359e+004, -5.11378273e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.03539732e-002, 6.34438157e-001, 9.30430625e+004, -5.97143918e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.56877023e-002, 6.33335650e-001, 9.29011484e+004, -5.42721115e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.72772092e-002, 6.29065990e-001, 9.29310938e+004, -4.17252630e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.05166864e-002, 6.39882743e-001, 9.31666953e+004, -4.21907827e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.09892023e-002, 6.38356328e-001, 9.31568750e+004, 5.12472987e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -8.65502283e-002, 6.35955811e-001, 9.30878594e+004, 5.32013290e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.51648578e-002, 6.41527474e-001, 9.32052500e+004, -4.08431366e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.56182107e-002, 6.46191955e-001, 9.32960625e+004, -3.86271700e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.52698290e-002, 6.40686691e-001, 9.31654141e+004, 4.38868031e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.51779187e-002, 6.44846082e-001, 9.32409453e+004, 2.86411066e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.40376222e-002, 6.37522995e-001, 9.30755859e+004, -3.60843316e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -8.68280977e-002, 6.43247128e-001, 9.31532266e+004, -4.14580666e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.12050754e-002, 6.44501448e-001, 9.31810078e+004, -3.93302925e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.17370617e-002, 6.49052918e-001, 9.33266875e+004, -3.55536863e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.61112082e-002, 6.50813818e-001, 9.34456875e+004, -3.70975100e-002, 0.00000000e+000, 0.00000000e+000
-3.17499973e-003, -9.98138562e-002, 6.16362512e-001, 9.23854531e+004, -5.76874278e-002, 0.00000000e+000, 0.00000000e+000
3.17499973e-003, -9.47610289e-002, 6.24634743e-001, 9.27412891e+004, 7.51686543e-002, 0.00000000e+000, 0.00000000e+000
